target_id	X0	mu_k	GI	k_obs	Xt	Reads_t	Log2fc
2_79	500	1.000	1.000	0.952	97866.528	490	0.055
2_80	500	1.000	1.000	1.021	144114.599	721	0.612
2_81	500	1.000	1.000	0.931	87146.623	436	-0.114
2_82	500	1.000	1.000	0.971	108966.511	545	0.208
2_83	500	1.000	1.000	1.021	144022.459	721	0.612
2_84	500	1.000	1.000	1.090	211028.479	1056	1.163
2_85	500	1.000	1.000	0.955	99978.261	500	0.084
2_86	500	1.000	1.000	0.985	117877.899	590	0.323
2_87	500	1.000	1.000	0.951	97692.991	489	0.052
2_88	500	1.000	1.000	1.087	207279.004	1038	1.138
2_89	500	1.000	1.000	1.081	201118.471	1007	1.094
2_90	500	1.000	1.000	1.031	152041.687	761	0.690
2_91	500	0.998	0.998	1.125	256584.074	1284	1.445
2_92	500	1.000	1.000	1.047	165703.168	829	0.813
2_93	500	1.000	1.000	1.048	167115.345	836	0.826
2_94	500	0.851	0.851	0.908	76663.734	383	-0.301
2_95	500	1.000	1.000	1.063	181202.953	907	0.943
2_96	500	1.000	1.000	1.068	186177.351	932	0.982
2_97	500	1.000	1.000	1.064	182289.402	912	0.951
2_98	500	1.000	1.000	1.104	227574.777	1139	1.272
2_99	500	1.000	1.000	1.122	251919.133	1261	1.419
2_100	500	1.000	1.000	0.975	111323.673	557	0.240
2_101	500	1.000	1.000	0.990	121393.277	607	0.364
2_102	500	1.000	1.000	1.035	154991.501	776	0.718
2_103	500	1.000	1.000	0.976	111990.090	560	0.248
2_104	500	1.000	1.000	1.071	189897.092	950	1.010
2_105	500	1.000	1.000	1.007	132732.713	664	0.493
2_106	500	1.000	1.000	1.091	211943.674	1061	1.169
2_107	500	1.000	1.000	0.961	103193.303	516	0.129
2_108	500	1.000	1.000	0.982	115629.551	579	0.296
2_109	500	1.000	1.000	1.009	134710.974	674	0.515
2_110	500	1.000	1.000	1.029	150686.826	754	0.677
2_111	500	1.000	1.000	1.066	184844.776	925	0.972
2_112	500	1.000	1.000	1.033	153374.346	768	0.703
2_113	500	1.000	1.000	0.972	109609.224	548	0.216
2_114	500	1.000	1.000	1.048	166959.319	836	0.826
2_115	500	1.000	1.000	0.963	104356.895	522	0.146
2_116	500	1.000	1.000	0.943	93544.609	468	-0.011
2_117	500	1.000	1.000	0.959	102135.189	511	0.115
2_118	500	1.000	1.000	1.015	139112.415	696	0.561
2_119	500	1.000	1.000	1.044	163730.058	819	0.796
2_120	500	1.000	1.000	0.954	99182.113	496	0.072
2_121	500	1.000	1.000	1.018	141461.461	708	0.586
2_122	500	1.000	1.000	0.931	87174.242	436	-0.114
2_123	500	1.000	1.000	1.024	146211.916	732	0.634
2_124	500	1.000	1.000	1.004	130908.137	655	0.474
2_125	500	1.000	1.000	0.974	110936.040	555	0.235
2_126	500	1.000	1.000	0.954	99187.860	496	0.072
2_127	500	1.000	1.000	0.934	88966.304	445	-0.084
2_128	500	1.000	1.000	1.009	134255.896	672	0.511
2_129	500	1.000	1.000	1.086	205711.883	1030	1.127
2_130	500	1.000	1.000	0.949	96368.846	482	0.031
2_131	500	1.000	1.000	1.018	141103.781	706	0.582
2_132	500	1.000	1.000	0.962	103826.352	519	0.138
2_133	500	1.000	1.000	0.967	106329.483	532	0.174
2_134	500	1.000	1.000	0.997	126077.126	631	0.420
2_135	500	1.000	1.000	1.009	134391.140	673	0.513
2_136	500	1.000	1.000	0.979	113691.834	569	0.271
2_137	500	1.000	1.000	1.042	161463.657	808	0.776
2_138	500	1.000	1.000	1.002	129452.098	648	0.458
2_139	500	1.000	1.000	0.977	112502.144	563	0.255
2_140	500	1.000	1.000	0.989	120753.986	604	0.357
2_141	500	1.000	1.000	1.003	129924.187	650	0.463
2_142	500	1.000	1.000	0.965	105646.410	529	0.165
2_143	500	1.000	1.000	1.081	200953.125	1006	1.093
2_144	500	1.000	1.000	0.982	115650.365	579	0.296
2_145	500	1.000	1.000	1.040	160028.430	801	0.764
2_146	500	1.000	1.000	0.965	105362.356	527	0.160
2_147	500	1.000	1.000	0.960	102664.417	514	0.124
2_148	500	1.000	1.000	1.006	132253.470	662	0.489
2_149	500	1.000	1.000	1.022	144527.615	723	0.616
2_150	500	0.864	1.000	0.750	31981.680	160	-1.560
2_151	500	0.853	1.000	0.804	43259.664	216	-1.127
2_152	500	0.736	1.000	0.745	31147.170	155	-1.606
2_153	500	0.668	1.000	0.713	26080.769	130	-1.859
2_154	500	0.564	1.000	0.482	7230.262	36	-3.712
2_155	500	0.942	1.000	0.931	87196.887	436	-0.114
2_156	500	0.755	1.000	0.738	29889.525	149	-1.663
2_157	500	0.734	1.000	0.803	42863.605	214	-1.140
2_158	500	0.760	1.000	0.776	37023.597	185	-1.350
2_159	500	0.889	1.000	0.880	65973.557	330	-0.515
2_160	500	0.865	1.000	0.897	72461.818	362	-0.382
2_161	500	0.673	1.000	0.684	22207.663	111	-2.087
2_162	500	0.908	1.000	0.866	61018.248	305	-0.629
2_163	500	0.901	1.000	0.893	70622.654	353	-0.418
2_164	500	0.579	1.000	0.573	12011.852	60	-2.975
2_165	500	0.969	1.000	1.121	250566.494	1254	1.411
2_166	500	0.516	0.686	0.541	10060.582	50	-3.238
2_167	500	0.610	1.000	0.594	13473.305	67	-2.816
2_168	500	0.823	1.000	0.734	29257.678	146	-1.692
2_169	500	0.803	1.000	0.737	29752.716	148	-1.672
2_170	500	0.540	1.000	0.512	8537.921	42	-3.489
2_171	500	0.526	1.000	0.538	9851.326	49	-3.267
2_172	500	0.660	1.000	0.675	21111.742	105	-2.168
2_173	500	0.929	1.000	0.952	98123.056	491	0.058
2_174	500	0.531	1.000	0.523	9073.605	45	-3.390
2_175	500	0.980	1.000	1.042	161904.789	810	0.780
2_176	500	0.569	1.000	0.599	13845.726	69	-2.773
2_177	500	0.970	1.000	0.955	99967.939	500	0.084
2_178	500	0.887	1.000	0.924	84122.242	421	-0.164
2_179	500	0.868	1.000	0.839	52487.254	262	-0.848
2_180	500	0.758	1.000	0.717	26642.646	133	-1.826
2_181	500	0.714	1.000	0.725	27788.300	139	-1.763
2_182	500	0.733	1.000	0.706	25073.687	125	-1.916
2_183	500	0.967	1.000	0.997	126099.399	631	0.420
2_184	500	0.669	1.000	0.632	16662.976	83	-2.507
2_185	500	0.694	1.000	0.653	18641.733	93	-2.343
2_186	500	0.816	1.000	0.728	28291.763	141	-1.742
2_187	500	0.991	1.000	0.976	112243.435	562	0.253
2_188	500	0.744	1.000	0.742	30680.275	153	-1.624
2_189	500	0.618	1.000	0.496	7827.252	39	-3.596
2_190	500	0.512	1.000	0.542	10100.599	50	-3.238
2_191	500	0.799	1.000	0.754	32716.761	163	-1.533
2_192	500	0.886	1.000	0.868	61422.561	307	-0.620
2_193	500	0.947	1.000	0.995	124555.682	623	0.401
2_194	500	0.947	1.000	0.928	86022.872	430	-0.134
2_195	500	0.961	1.000	0.997	125753.319	629	0.415
2_196	500	0.714	1.000	0.784	38638.355	193	-1.289
2_197	500	0.942	1.000	0.969	107532.377	538	0.190
2_198	500	0.516	0.966	0.480	7156.925	35	-3.752
2_199	500	0.991	1.000	1.052	170857.818	855	0.858
3	500	1.000	1.000	0.999	127430.110	638	0.436
3_4	500	1.000	1.000	0.993	122873.716	615	0.383
3_5	500	1.000	1.000	1.093	214700.027	1075	1.188
3_6	500	1.000	1.000	0.876	64351.860	322	-0.551
3_7	500	1.000	1.000	0.950	96739.945	484	0.037
3_8	500	1.000	1.000	0.993	123282.982	617	0.387
3_9	500	1.000	1.000	1.062	180550.178	904	0.938
3_10	500	1.000	1.000	0.934	88814.796	444	-0.087
3_11	500	1.000	1.000	1.053	171750.581	860	0.866
3_12	500	1.000	1.000	1.039	159050.358	796	0.755
3_13	500	1.000	1.000	0.990	121041.305	606	0.361
3_14	500	1.000	1.000	0.991	121535.652	608	0.366
3_15	500	1.000	1.000	0.930	86940.220	435	-0.117
3_16	500	1.000	1.000	1.005	131884.917	660	0.485
3_17	500	1.000	1.000	1.027	148801.309	745	0.659
3_18	500	1.000	1.000	1.010	135207.532	677	0.521
3_19	500	1.000	1.000	0.986	118471.407	593	0.330
3_20	500	1.000	1.000	0.966	105763.804	529	0.165
3_21	500	1.000	1.000	0.933	88216.654	441	-0.097
3_22	500	1.000	1.000	1.011	136183.423	681	0.530
3_23	500	1.000	1.000	0.904	75243.791	376	-0.327
3_24	500	1.000	1.000	1.073	191914.648	961	1.027
3_25	500	1.000	1.000	1.054	172977.438	866	0.876
3_26	500	1.000	1.000	1.064	182417.041	913	0.953
3_27	500	1.000	1.000	1.048	166750.925	835	0.824
3_28	500	1.000	1.000	0.965	105345.487	527	0.160
3_29	500	1.000	1.000	1.016	140107.308	701	0.572
3_30	500	1.000	1.000	1.097	218959.522	1096	1.216
3_31	500	1.000	1.000	0.988	119654.423	599	0.345
3_32	500	1.000	1.000	0.915	80088.479	401	-0.234
3_33	500	1.000	1.000	0.931	87183.265	436	-0.114
3_34	500	1.000	1.000	1.035	155658.643	779	0.724
3_35	500	1.000	1.000	0.942	92763.342	464	-0.024
3_36	500	1.000	1.000	1.128	260032.920	1302	1.465
3_37	500	1.000	1.000	0.967	106638.919	534	0.179
3_38	500	1.000	1.000	0.947	95164.642	476	0.013
3_39	500	1.000	1.000	1.052	171091.994	856	0.860
3_40	500	1.000	1.000	0.969	107899.365	540	0.195
3_41	500	1.000	1.000	0.955	99841.963	499	0.081
3_42	500	1.000	1.000	1.041	160261.877	802	0.766
3_43	500	1.000	1.000	0.982	115605.955	578	0.293
3_44	500	1.000	1.000	1.070	188628.708	944	1.001
3_45	500	1.000	1.000	1.041	160881.035	805	0.771
3_46	500	1.000	1.000	1.009	134354.090	672	0.511
3_47	500	1.000	1.000	0.955	99652.898	499	0.081
3_48	500	1.000	1.000	1.024	146474.799	733	0.636
3_49	500	1.000	1.000	1.098	220521.055	1104	1.227
3_50	500	1.000	1.000	1.037	156862.990	785	0.735
3_51	500	1.000	1.000	1.104	228310.561	1143	1.277
3_52	500	1.000	1.000	0.936	89746.604	449	-0.071
3_53	500	1.000	1.000	0.956	100035.064	500	0.084
3_54	500	1.000	1.000	1.010	135151.970	676	0.519
3_55	500	1.000	1.000	0.977	112879.058	565	0.260
3_56	500	1.000	1.000	1.030	151505.587	758	0.684
3_57	500	1.000	1.000	0.985	118026.109	591	0.325
3_58	500	1.000	1.000	0.958	101483.362	508	0.107
3_59	500	1.000	1.000	1.025	147295.851	737	0.644
3_60	500	1.000	1.000	1.013	137575.413	688	0.545
3_61	500	1.000	1.000	0.951	97610.397	488	0.049
3_62	500	1.000	1.000	1.000	127740.019	639	0.438
3_63	500	1.000	1.000	1.010	135156.000	676	0.519
3_64	500	1.000	1.000	0.919	81772.486	409	-0.206
3_65	500	1.000	1.000	1.035	155268.148	777	0.720
3_66	500	1.000	1.000	0.927	85539.226	428	-0.140
3_67	500	1.000	1.000	0.998	126544.085	633	0.424
3_68	500	1.000	1.000	1.027	148764.994	744	0.657
3_69	500	1.000	1.000	1.000	127895.163	640	0.440
3_70	500	1.000	1.000	1.008	133852.764	670	0.506
3_71	500	1.000	1.000	1.056	174146.919	872	0.886
3_72	500	1.000	1.000	0.985	118031.374	591	0.325
3_73	500	1.000	1.000	1.017	140478.576	703	0.576
3_74	500	1.000	1.000	0.995	124238.619	622	0.399
3_75	500	1.000	1.000	0.987	118967.084	595	0.335
3_76	500	1.000	1.000	1.016	139725.174	699	0.567
3_77	500	1.000	1.000	0.966	105924.254	530	0.168
3_78	500	1.000	1.000	1.041	160420.556	803	0.768
3_79	500	1.000	1.000	1.008	133849.421	670	0.506
3_80	500	1.000	1.000	0.942	92585.337	463	-0.027
3_81	500	1.000	1.000	1.054	172890.379	865	0.875
3_82	500	1.000	1.000	0.969	107985.181	540	0.195
3_83	500	1.000	1.000	1.053	171636.586	859	0.865
3_84	500	1.000	1.000	0.998	126343.397	632	0.422
3_85	500	1.000	1.000	1.046	165604.499	829	0.813
3_86	500	1.000	1.000	0.984	117082.414	586	0.313
3_87	500	1.000	1.000	1.003	130083.978	651	0.465
3_88	500	1.000	1.000	0.982	116150.185	581	0.301
3_89	500	1.000	1.000	1.033	153721.448	769	0.705
3_90	500	1.000	1.000	1.006	132491.422	663	0.491
3_91	500	1.000	1.000	0.983	116206.861	581	0.301
3_92	500	1.000	1.000	0.938	90934.266	455	-0.052
3_93	500	1.000	1.000	0.947	95389.254	477	0.016
3_94	500	1.000	1.000	0.978	113501.410	568	0.268
3_95	500	1.000	1.000	0.897	72210.170	361	-0.386
3_96	500	1.000	1.000	0.953	98503.344	493	0.064
3_97	500	1.000	1.000	1.003	130240.433	652	0.467
3_98	500	1.000	1.000	1.092	212879.389	1066	1.176
3_99	500	1.000	1.000	0.926	85032.009	425	-0.150
3_100	500	1.000	1.000	1.027	148842.902	745	0.659
3_101	500	1.000	1.000	0.959	102034.731	510	0.113
3_102	500	1.000	1.000	0.868	61413.433	307	-0.620
3_103	500	1.000	1.000	0.976	112333.192	562	0.253
3_104	500	1.000	1.000	1.022	144976.463	726	0.622
3_105	500	1.000	1.000	0.929	86553.740	433	-0.124
3_106	500	0.704	0.704	0.668	20290.938	101	-2.224
3_107	500	1.000	1.000	1.005	131890.412	660	0.485
3_108	500	1.000	1.000	1.017	140544.402	703	0.576
3_109	500	1.000	1.000	0.976	112320.205	562	0.253
3_110	500	1.000	1.000	1.007	132736.779	664	0.493
3_111	500	1.000	1.000	0.998	126375.240	632	0.422
3_112	500	1.000	1.000	1.000	128237.528	642	0.445
3_113	500	1.000	1.000	0.920	82316.834	412	-0.195
3_114	500	1.000	1.000	1.035	155619.251	779	0.724
3_115	500	1.000	1.000	1.008	133817.274	670	0.506
3_116	500	0.580	0.580	0.621	15658.494	78	-2.596
3_117	500	1.000	1.000	0.956	100549.099	503	0.093
3_118	500	1.000	1.000	1.016	139671.325	699	0.567
3_119	500	1.000	1.000	0.996	125517.864	628	0.413
3_120	500	1.000	1.000	1.044	163373.857	818	0.794
3_121	500	1.000	1.000	0.932	87699.451	439	-0.104
3_122	500	1.000	1.000	0.961	103250.808	517	0.132
3_123	500	1.000	1.000	1.007	133336.946	667	0.500
3_124	500	1.000	1.000	0.933	88425.493	442	-0.094
3_125	500	1.000	1.000	0.973	110494.957	553	0.229
3_126	500	1.000	1.000	0.935	89400.678	447	-0.078
3_127	500	1.000	1.000	1.082	201778.332	1010	1.098
3_128	500	1.000	1.000	1.016	140250.508	702	0.574
3_129	500	1.000	1.000	0.996	124847.117	625	0.406
3_130	500	1.000	1.000	1.019	142112.526	711	0.592
3_131	500	1.000	1.000	0.999	127448.233	638	0.436
3_132	500	1.000	1.000	1.089	209184.375	1047	1.150
3_133	500	1.000	1.000	0.963	104079.565	521	0.143
3_134	500	1.000	1.000	0.863	59760.300	299	-0.658
3_135	500	1.000	1.000	0.947	95586.529	478	0.019
3_136	500	1.000	1.000	0.929	86502.724	433	-0.124
3_137	500	1.000	1.000	0.991	121508.883	608	0.366
3_138	500	1.000	1.000	0.949	96707.180	484	0.037
3_139	500	0.561	0.561	0.593	13368.004	66	-2.837
3_140	500	1.000	1.000	0.981	115030.696	576	0.288
3_141	500	1.000	1.000	0.941	92527.459	463	-0.027
3_142	500	1.000	1.000	0.976	112310.844	562	0.253
3_143	500	1.000	1.000	0.947	95170.937	476	0.013
3_144	500	1.000	1.000	1.027	149016.401	746	0.661
3_145	500	1.000	1.000	1.028	149164.092	746	0.661
3_146	500	1.000	1.000	0.966	105838.567	530	0.168
3_147	500	1.000	1.000	0.897	72346.631	362	-0.382
3_148	500	1.000	1.000	1.095	216391.497	1083	1.199
3_149	500	1.000	1.000	1.026	148159.444	741	0.652
3_150	500	0.864	1.000	0.846	54418.026	272	-0.794
3_151	500	0.853	1.000	0.916	80328.525	402	-0.231
3_152	500	0.736	1.000	0.804	43213.920	216	-1.127
3_153	500	0.668	1.000	0.625	15996.265	80	-2.560
3_154	500	0.564	1.000	0.533	9614.441	48	-3.297
3_155	500	0.942	1.000	0.973	110292.845	552	0.227
3_156	500	0.755	1.000	0.752	32440.912	162	-1.542
3_157	500	0.734	1.000	0.708	25313.782	126	-1.904
3_158	500	0.760	1.000	0.667	20176.434	101	-2.224
3_159	500	0.889	1.000	0.862	59518.781	298	-0.663
3_160	500	0.865	1.000	0.879	65420.434	327	-0.529
3_161	500	0.673	1.000	0.736	29653.086	148	-1.672
3_162	500	0.670	0.737	0.675	21107.695	105	-2.168
3_163	500	0.901	1.000	0.914	79370.834	397	-0.249
3_164	500	0.579	1.000	0.445	5887.217	29	-4.024
3_165	500	0.969	1.000	0.964	104570.382	523	0.149
3_166	500	0.752	1.000	0.708	25351.040	126	-1.904
3_167	500	0.610	1.000	0.616	15229.038	76	-2.634
3_168	500	0.823	1.000	0.750	32056.259	160	-1.560
3_169	500	0.803	1.000	0.874	63573.756	318	-0.569
3_170	500	0.540	1.000	0.505	8220.883	41	-3.524
3_171	500	0.526	1.000	0.512	8568.334	42	-3.489
3_172	500	0.660	1.000	0.606	14386.340	72	-2.712
3_173	500	0.929	1.000	0.842	53418.137	267	-0.821
3_174	500	0.467	0.879	0.431	5446.497	27	-4.127
3_175	500	0.980	1.000	1.000	127882.041	640	0.440
3_176	500	0.569	1.000	0.589	13140.948	65	-2.859
3_177	500	0.970	1.000	0.977	112731.305	564	0.258
3_178	500	0.887	1.000	0.855	57208.164	286	-0.722
3_179	500	0.865	0.998	0.890	69505.269	348	-0.439
3_180	500	0.758	1.000	0.761	34084.694	170	-1.472
3_181	500	0.714	1.000	0.698	23965.225	120	-1.975
3_182	500	0.733	1.000	0.800	42216.935	211	-1.161
3_183	500	0.967	1.000	0.856	57652.185	288	-0.712
3_184	500	0.669	1.000	0.698	24006.094	120	-1.975
3_185	500	0.694	1.000	0.786	39025.577	195	-1.274
3_186	500	0.816	1.000	0.836	51555.651	258	-0.871
3_187	500	0.991	1.000	1.092	213749.677	1070	1.182
3_188	500	0.744	1.000	0.801	42563.703	213	-1.147
3_189	500	0.618	1.000	0.484	7302.622	36	-3.712
3_190	500	0.512	1.000	0.523	9075.884	45	-3.390
3_191	500	0.799	1.000	0.741	30461.779	152	-1.634
3_192	500	0.886	1.000	0.922	82924.835	415	-0.185
3_193	500	0.947	1.000	0.953	98562.138	493	0.064
3_194	500	0.947	1.000	1.033	153936.178	770	0.707
3_195	500	0.961	1.000	0.893	70800.441	354	-0.414
3_196	500	0.714	1.000	0.720	27045.193	135	-1.805
3_197	500	0.942	1.000	0.911	77945.807	390	-0.274
3_198	500	0.534	1.000	0.530	9448.066	47	-3.327
3_199	500	0.991	1.000	0.937	90012.778	450	-0.068
4	500	1.000	1.000	0.954	99132.986	496	0.072
4_5	500	1.000	1.000	0.976	112197.035	561	0.250
4_6	500	1.000	1.000	1.027	148911.591	745	0.659
4_7	500	1.000	1.000	1.045	164625.053	824	0.805
4_8	500	1.000	1.000	0.977	112963.111	565	0.260
4_9	500	1.000	1.000	1.001	128936.343	645	0.451
4_10	500	1.000	1.000	0.942	92785.684	464	-0.024
4_11	500	1.000	1.000	1.020	143408.796	718	0.606
4_12	500	1.000	1.000	1.102	225884.889	1131	1.262
4_13	500	1.000	1.000	1.072	190931.217	956	1.019
4_14	500	1.000	1.000	0.924	83816.526	419	-0.171
4_15	500	1.000	1.000	1.009	134321.123	672	0.511
4_16	500	1.000	1.000	0.939	91494.556	458	-0.043
4_17	500	1.000	1.000	0.992	122402.098	612	0.376
4_18	500	1.000	1.000	1.004	130841.133	655	0.474
4_19	500	1.000	1.000	0.977	112519.413	563	0.255
4_20	500	1.000	1.000	1.094	215627.601	1079	1.194
4_21	500	1.000	1.000	1.062	180830.044	905	0.940
4_22	500	1.000	1.000	0.977	112638.959	564	0.258
4_23	500	1.000	1.000	1.031	152193.605	762	0.692
4_24	500	1.000	1.000	0.984	117047.658	586	0.313
4_25	500	1.000	1.000	0.985	118006.072	590	0.323
4_26	500	1.000	1.000	1.054	172336.294	863	0.871
4_27	500	1.000	1.000	0.995	124176.516	621	0.397
4_28	500	1.000	1.000	1.037	157215.197	787	0.738
4_29	500	1.000	1.000	0.991	121554.742	608	0.366
4_30	500	1.000	1.000	0.936	89536.702	448	-0.074
4_31	500	1.000	1.000	0.972	109630.688	549	0.219
4_32	500	1.000	1.000	1.031	151611.155	759	0.686
4_33	500	1.000	1.000	1.040	159624.545	799	0.760
4_34	500	1.000	1.000	1.080	199997.482	1001	1.085
4_35	500	1.000	1.000	1.052	171135.435	857	0.861
4_36	500	1.000	1.000	0.933	88158.151	441	-0.097
4_37	500	1.000	1.000	1.063	181681.646	909	0.946
4_38	500	1.000	1.000	1.052	171193.048	857	0.861
4_39	500	1.000	1.000	0.954	99284.341	497	0.075
4_40	500	1.000	1.000	1.030	151311.368	757	0.682
4_41	500	1.000	1.000	0.915	79903.139	400	-0.238
4_42	500	1.000	1.000	0.952	97879.307	490	0.055
4_43	500	1.000	1.000	1.017	140769.968	704	0.578
4_44	500	1.000	1.000	1.080	199168.283	997	1.080
4_45	500	1.000	1.000	1.030	150872.670	755	0.679
4_46	500	1.000	1.000	0.991	121534.946	608	0.366
4_47	500	1.000	1.000	0.987	119336.032	597	0.340
4_48	500	1.000	1.000	1.043	162761.258	815	0.789
4_49	500	1.000	1.000	1.051	169677.398	849	0.848
4_50	500	1.000	1.000	0.918	81380.588	407	-0.213
4_51	500	0.855	0.855	0.895	71387.792	357	-0.402
4_52	500	1.000	1.000	1.007	133344.889	667	0.500
4_53	500	1.000	1.000	0.999	127509.569	638	0.436
4_54	500	1.000	1.000	0.976	111810.111	559	0.245
4_55	500	1.000	1.000	0.978	113485.219	568	0.268
4_56	500	1.000	1.000	1.063	181599.337	909	0.946
4_57	500	1.000	1.000	1.050	169216.011	847	0.844
4_58	500	1.000	1.000	1.013	137668.787	689	0.547
4_59	500	1.000	1.000	0.993	122855.498	615	0.383
4_60	500	1.000	1.000	0.930	87044.747	435	-0.117
4_61	500	1.000	1.000	0.909	77356.112	387	-0.286
4_62	500	1.000	1.000	1.083	202317.355	1013	1.103
4_63	500	1.000	1.000	1.064	182132.608	912	0.951
4_64	500	1.000	1.000	1.034	154845.524	775	0.716
4_65	500	1.000	1.000	1.039	158955.906	796	0.755
4_66	500	1.000	1.000	1.010	135640.294	679	0.526
4_67	500	1.000	1.000	1.040	159416.252	798	0.758
4_68	500	1.000	1.000	1.013	137758.800	689	0.547
4_69	500	1.000	1.000	1.013	137816.462	690	0.549
4_70	500	1.000	1.000	1.019	142490.347	713	0.596
4_71	500	1.000	1.000	1.026	148097.136	741	0.652
4_72	500	1.000	1.000	1.005	131658.545	659	0.482
4_73	500	1.000	1.000	1.005	131264.614	657	0.478
4_74	500	1.000	1.000	0.946	94739.341	474	0.007
4_75	500	1.000	1.000	1.018	141216.990	707	0.584
4_76	500	1.000	1.000	0.957	101012.990	505	0.098
4_77	500	1.000	1.000	0.945	94136.838	471	-0.002
4_78	500	1.000	1.000	1.093	213889.032	1071	1.183
4_79	500	1.000	1.000	1.004	131012.559	656	0.476
4_80	500	1.000	1.000	0.945	94413.201	472	0.001
4_81	500	1.000	1.000	0.997	125777.737	629	0.415
4_82	500	1.000	1.000	0.974	111008.981	555	0.235
4_83	500	1.000	1.000	0.920	81926.133	410	-0.202
4_84	500	1.000	1.000	0.931	87327.086	437	-0.110
4_85	500	1.000	1.000	1.056	174550.354	874	0.890
4_86	500	1.000	1.000	1.043	162612.129	814	0.787
4_87	500	1.000	1.000	0.960	102567.653	513	0.121
4_88	500	1.000	1.000	1.037	156865.557	785	0.735
4_89	500	1.000	1.000	0.966	105942.163	530	0.168
4_90	500	1.000	1.000	0.981	115439.544	578	0.293
4_91	500	1.000	1.000	1.053	172046.738	861	0.868
4_92	500	1.000	1.000	1.066	184138.039	922	0.967
4_93	500	1.000	1.000	0.983	116737.364	584	0.308
4_94	500	1.000	1.000	1.028	149197.932	747	0.663
4_95	500	1.000	1.000	0.994	123581.551	618	0.390
4_96	500	1.000	1.000	0.938	90843.086	454	-0.055
4_97	500	1.000	1.000	1.018	141313.533	707	0.584
4_98	500	1.000	1.000	1.089	209689.050	1050	1.154
4_99	500	1.000	1.000	0.992	122741.659	614	0.380
4_100	500	1.000	1.000	0.953	98589.031	493	0.064
4_101	500	1.000	1.000	1.003	130330.879	652	0.467
4_102	500	1.000	1.000	0.965	105194.617	526	0.157
4_103	500	1.000	1.000	1.005	131907.454	660	0.485
4_104	500	1.000	1.000	0.951	97308.622	487	0.046
4_105	500	1.000	1.000	1.058	176122.142	881	0.901
4_106	500	1.000	1.000	0.998	126872.536	635	0.429
4_107	500	1.000	1.000	0.993	123018.563	616	0.385
4_108	500	1.000	1.000	1.023	145339.128	727	0.624
4_109	500	1.000	1.000	1.061	179389.833	898	0.929
4_110	500	1.000	1.000	0.919	81668.664	408	-0.209
4_111	500	1.000	1.000	0.968	107461.620	538	0.190
4_112	500	1.000	1.000	1.070	188907.488	946	1.004
4_113	500	1.000	1.000	1.018	141102.793	706	0.582
4_114	500	1.000	1.000	0.913	79090.993	396	-0.252
4_115	500	1.000	1.000	0.999	126996.205	635	0.429
4_116	500	1.000	1.000	1.013	137622.290	689	0.547
4_117	500	1.000	1.000	0.992	122623.391	614	0.380
4_118	500	1.000	1.000	0.954	99319.967	497	0.075
4_119	500	0.715	0.715	0.712	25897.891	129	-1.871
4_120	500	1.000	1.000	1.044	163663.087	819	0.796
4_121	500	1.000	1.000	0.932	87658.435	438	-0.107
4_122	500	1.000	1.000	1.012	136520.291	683	0.534
4_123	500	1.000	1.000	0.993	123183.612	616	0.385
4_124	500	1.000	1.000	0.967	106805.265	534	0.179
4_125	500	1.000	1.000	1.008	133455.233	668	0.502
4_126	500	1.000	1.000	1.024	145824.235	730	0.630
4_127	500	1.000	1.000	0.958	101416.847	507	0.104
4_128	500	1.000	1.000	1.006	132263.142	662	0.489
4_129	500	1.000	1.000	1.020	142728.009	714	0.598
4_130	500	1.000	1.000	0.990	121357.034	607	0.364
4_131	500	1.000	1.000	0.938	90884.534	455	-0.052
4_132	500	1.000	1.000	1.088	209012.540	1046	1.149
4_133	500	1.000	1.000	0.917	80977.707	405	-0.220
4_134	500	1.000	1.000	1.103	226024.835	1131	1.262
4_135	500	1.000	1.000	0.960	102699.674	514	0.124
4_136	500	1.000	1.000	1.041	160687.692	804	0.769
4_137	500	1.000	1.000	1.051	169445.645	848	0.846
4_138	500	1.000	1.000	1.027	148693.381	744	0.657
4_139	500	1.000	1.000	0.953	98489.062	493	0.064
4_140	500	1.000	1.000	1.026	147570.406	739	0.648
